Unique ID,Agency Name,Bureau Name,Program Name,Category,Subcategory,Project Name,City,County,State,Funding Amount Excluding Loans,Funding Source,Program Type,Project on Map,Historic ID,city,Place_Name,Average Household Size_(Total),Median household income,Median house value,White,Black_or_African_American,Asian,Hispanic or Latino,American_Indian_and_Alaska_Native,Total_Population
13033,Department of Transportation,Federal Transit Administration,Low or No Emission (Bus) Grants,Transportation,Public Transportation,Lowell Regional Transit Authority,Lowell,Middlesex,Massachusetts,6859296.0,BIL,Discretionary,Y,P-13629,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
16582,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Lowell Supplemental Action Planning,Lowell,Middlesex,Massachusetts,200000.0,BIL,Discretionary,Y,P-17678,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
14498,Environmental Protection Agency,State and Tribal Assistance Grants,Pollution Prevention Grants,Environmental Remediation,Environmental Remediation,Pollution Prevention Grants - University of Massachusetts Lowell,Lowell,Middlesex,Massachusetts,1186077.0,BIL,Discretionary,N,P-15212,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
15321,Environmental Protection Agency,State and Tribal Assistance Grants,Pollution Prevention Grants,Environmental Remediation,Environmental Remediation,Pollution Prevention Grants - University of Massachusetts Lowell,Lowell,Middlesex,Massachusetts,1186077.0,BIL,Discretionary,Y,P-16302,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
39011,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,FY23 14.6KW RM PV SOLAR,Lunenburg,Worcester,Massachusetts,18396.0,IRA,Discretionary,Y,IRA-3165,lunenburg,Lunenburg,2.59,113750,259200,1689,1,8,3,0,1778
12506,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Whyte's Enterprise Laundry Brownfield Cleanup Grant,Lynn,Essex,Massachusetts,500000.0,BIL,Discretionary,Y,P-13024,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
27057,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Lynn,Essex,Massachusetts,145930.0,BIL,Both,N,A-7098,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
41989,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Leading Edge Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Lynn Limited Partnership,Lynn,Essex,Massachusetts,10000000.0,IRA,Discretionary,Y,IRA-6172,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
4836,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Lynnway Multimodal Corridor,Lynn,Essex,Massachusetts,20250000.0,BIL,Discretionary,Y,P-4840,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
43408,Department of Transportation,Federal Highway Administration,Neighborhood Access and Equity Grant Program,Environmental Remediation,Environmental Remediation,River Works Reimagined,Lynn,Essex,Massachusetts,561000.0,IRA,Discretionary,Y,IRA-7190,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Lynn Safe Streets Projects,Lynn,Essex,Massachusetts,9586487.0,BIL,Discretionary,,,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
38368,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"The City of Holyoke's Urban Forest Equity Plan seeks to ensure equal access to a healthy and abundant urban forest for all residents. The project includes proactive public tree management, block pruning cycles, and plantings, re-establishment of the municipal nursery, drafting a city tree ordinance, and establishing a lasting series of in-person demonstrations, workshops, and volunteer tree planting events in collaboration with community-based organizations and neighborhood stakeholders.",Lynn,Essex,Massachusetts,550000.0,IRA,Both,Y,IRA-2516,lynn,Lynn,2.85,56181,323100,45528,12802,6825,40095,357,93743
27058,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Malden,Middlesex,Massachusetts,120570.0,BIL,Both,N,A-7099,malden,Malden,2.64,65975,401900,32411,11253,13732,5167,20,60984
48949,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Marblehead,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,,marblehead,Marblehead,2.51,123333,675400,19597,335,287,1017,0,20500
27059,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Marlborough,Middlesex,Massachusetts,76570.0,BIL,Both,N,A-7100,marlborough,Marlborough,2.49,80943,348500,29887,1525,2169,5985,39,39736
48936,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Marlborough,Middlesex,Massachusetts,290000.0,BIL,Discretionary,Y,,marlborough,Marlborough,2.49,80943,348500,29887,1525,2169,5985,39,39736
1673,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Marshfield Municipal - George Harlow Field - GHG,Marshfield,Plymouth,Massachusetts,295000.0,BIL,Both,Y,P-1673,marshfield,Marshfield,2.57,88452,410900,4787,1,36,171,0,4928
20155,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Marshfield Municipal ‐ George Harlow Field - GHG,Marshfield,Plymouth,Massachusetts,294000.0,BIL,Both,Y,P-22267,marshfield,Marshfield,2.57,88452,410900,4787,1,36,171,0,4928
10254,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Marshfield Municipal ‐ George Harlow Field - GHG,Marshfield,Plymouth,Massachusetts,292000.0,BIL,Both,Y,P-10507,marshfield,Marshfield,2.57,88452,410900,4787,1,36,171,0,4928
15582,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,2022 BRIC Marshfield Dyke Road Sluiceway Improvements Project Scoping,Marshfield,Plymouth,Massachusetts,165000.0,BIL,Formula,Y,P-16578,marshfield,Marshfield,2.57,88452,410900,4787,1,36,171,0,4928
16971,Department of Commerce,National Oceanic and Atmospheric Administration,National Coastal Resilience Fund,Resilience,Resilience,Restoration at Veteran’s Memorial Park to Reconnect South River,Marshfield,Plymouth,Massachusetts,1000000.0,BIL,Discretionary,Y,P-18067,marshfield,Marshfield,2.57,88452,410900,4787,1,36,171,0,4928
27060,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Medford,Middlesex,Massachusetts,117420.0,BIL,Both,N,A-7101,medford,Medford,2.41,96455,500800,43294,5324,5707,3729,74,57637
15588,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Melrose - Burnett and Laurel Streets Stormwater Management Project,Melrose,Middlesex,Massachusetts,251685.0,BIL,Formula,Y,P-16584,melrose,Melrose,2.45,106955,570300,24786,811,1736,886,0,28113
27061,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Methuen,Essex,Massachusetts,112740.0,BIL,Both,N,A-7102,methuen,Methuen,2.78,77484,333200,37487,2158,2075,14837,135,50282
15589,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Granite Ave Pump Station Design,Milton,Norfolk,Massachusetts,120750.0,BIL,Formula,Y,P-16585,milton,Milton,2.90,133718,618800,20153,4161,1830,882,98,27572
20157,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Nantucket Memorial - ACK,Nantucket,Nantucket,Massachusetts,1607112.0,BIL,Both,Y,P-22269,nantucket,Nantucket,2.97,110473,1001700,7170,412,57,407,32,7984
10256,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Nantucket Memorial - ACK,Nantucket,Nantucket,Massachusetts,1571117.0,BIL,Both,Y,P-10509,nantucket,Nantucket,2.97,110473,1001700,7170,412,57,407,32,7984
244,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Nantucket Memorial - ACK,Nantucket,Nantucket,Massachusetts,1568544.0,BIL,Both,Y,P-244,nantucket,Nantucket,2.97,110473,1001700,7170,412,57,407,32,7984
7996,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Rural Massachusetts Transportation Planning Organizations (TPO) Joint SS4A Application,Nantucket,Nantucket,Massachusetts,460000.0,BIL,Discretionary,Y,P-8213,nantucket,Nantucket,2.97,110473,1001700,7170,412,57,407,32,7984
1675,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - New Bedford Regional - EWB,New Bedford,Bristol,Massachusetts,295000.0,BIL,Both,Y,P-1675,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
20158,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - New Bedford Regional - EWB,New Bedford,Bristol,Massachusetts,294000.0,BIL,Both,Y,P-22270,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
10257,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - New Bedford Regional - EWB,New Bedford,Bristol,Massachusetts,292000.0,BIL,Both,Y,P-10510,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
5750,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",New Bedford,New Bedford,Bristol,Massachusetts,5530000.0,BIL,Discretionary,Y,P-5912,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
27063,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,New Bedford,Bristol,Massachusetts,148890.0,BIL,Both,N,A-7104,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
37077,Environmental Protection Agency,Office of Air and Radiation,Funding to Address Air Pollution: Fenceline Air Monitoring,Environmental Remediation,Environmental Remediation,City of New Bedford,New Bedford,Bristol,Massachusetts,391822.0,IRA,Discretionary,Y,IRA-129,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
13183,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Blue Lane Working Waterfront Connector,New Bedford,Bristol,Massachusetts,1749360.0,BIL,Discretionary,Y,P-13779,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
15200,Department of Transportation,Maritime Administration,Port Infrastructure Development Program Grants,Transportation,Ports and Waterways,Port Infrastructure Development Program Grants - New Bedford Harbor Development Comm.,New Bedford,Bristol,Massachusetts,24404000.0,BIL,Discretionary,Y,P-16180,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,New Bedford Safe Streets for All,New Bedford,Bristol,Massachusetts,189813.0,BIL,Discretionary,,,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
8540,Environmental Protection Agency,Hazardous Substance Superfund,Superfund,Environmental Remediation,Environmental Remediation,NEW BEDFORD,New Bedford,Bristol,Massachusetts,72700000.0,BIL,Discretionary,Y,P-8760,new bedford,New Bedford,2.40,46321,226900,60483,6636,1476,19826,78,95239
48950,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Newburyport,Essex,Massachusetts,3000000.0,BIL,Discretionary,Y,,newburyport,Newburyport,2.27,109839,548400,17015,310,405,509,0,18077
3444,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Newburyport Harbor, MA",Newburyport,Essex,Massachusetts,2500000.0,BIL,Discretionary,Y,P-3444,newburyport,Newburyport,2.27,109839,548400,17015,310,405,509,0,18077
18410,Department of Energy,Fossil Energy and Carbon Management,Commercial Direct Air Capture Technology Prize Competition,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Precommercial Direct Air Capture Technologies Prize Competitions - Newton,Newton,Middlesex,Massachusetts,150000.0,BIL,Discretionary,Y,P-19506,newton,Newton,2.64,151068,914700,67908,2623,13151,4350,107,88593
27064,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Newton,Middlesex,Massachusetts,145080.0,BIL,Both,N,A-7105,newton,Newton,2.64,151068,914700,67908,2623,13151,4350,107,88593
1676,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Harriman-And-West - AQW,North Adams,Berkshire,Massachusetts,159000.0,BIL,Both,Y,P-1676,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
10258,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Harriman‐And‐West - AQW,North Adams,Berkshire,Massachusetts,145000.0,BIL,Both,Y,P-10511,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
20159,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Harriman‐And‐West - AQW,North Adams,Berkshire,Massachusetts,144000.0,BIL,Both,Y,P-22271,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
49547,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,North Adams,Berkshire,Massachusetts,1900000.0,BIL,Discretionary,Y,,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
49544,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,North Adams,Berkshire,Massachusetts,1826000.0,BIL,Discretionary,Y,,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
15587,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,"Flood and Drought Protection for the Briggsville Water District, Clarksburg, MA",North Adams,Berkshire,Massachusetts,445590.0,BIL,Formula,Y,P-16583,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
44975,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,North Adams,North Adams,Berkshire,Massachusetts,204000.0,BIL,Formula,Y,,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
8374,Department of Transportation,Federal Highway Administration,Reconnecting Communities Pilot Program,Transportation,"Roads, Bridges, and Major Projects",North Adams Route 2 Overpass Study (R2OS),North Adams,Berkshire,Massachusetts,750720.0,BIL,Discretionary,Y,P-8593,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
45111,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,Hoosic River Headwater Dam Removals,North Adams,Berkshire ,Massachusetts,2250527.0,BIL,Discretionary,N,,north adams,North Adams,2.15,41471,140900,11499,221,133,850,47,12959
41232,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",Northampton,Hampshire,Massachusetts,169344.0,IRA,Discretionary,Y,IRA-5413,northampton,Northampton,2.19,66522,332100,25236,615,948,2490,43,28516
245,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Norwood Memorial - OWD,Norwood,Norfolk,Massachusetts,295000.0,BIL,Both,Y,P-245,norwood,Norwood,2.41,90133,439300,24727,2096,1581,1984,0,29306
20160,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Norwood Memorial - OWD,Norwood,Norfolk,Massachusetts,294000.0,BIL,Both,Y,P-22272,norwood,Norwood,2.41,90133,439300,24727,2096,1581,1984,0,29306
10259,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Norwood Memorial - OWD,Norwood,Norfolk,Massachusetts,292000.0,BIL,Both,Y,P-10512,norwood,Norwood,2.41,90133,439300,24727,2096,1581,1984,0,29306
18577,Department of Transportation,Federal Highway Administration,National Electric Vehicle Infrastructure Formula Program,Transportation,"Electric Vehicles, Buses, and Ferries","Electric Vehicle Chargers - Town of Norwood, MA",Norwood,Norfolk,Massachusetts,240000.0,BIL,Formula,Y,P-20528,norwood,Norwood,2.41,90133,439300,24727,2096,1581,1984,0,29306
1677,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Orange Municipal - ORE,Orange,Franklin,Massachusetts,159000.0,BIL,Both,Y,P-1677,orange,Orange,2.41,57547,155200,3586,15,66,113,29,3772
10260,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Orange Municipal - ORE,Orange,Franklin,Massachusetts,145000.0,BIL,Both,Y,P-10513,orange,Orange,2.41,57547,155200,3586,15,66,113,29,3772
20161,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Orange Municipal - ORE,Orange,Franklin,Massachusetts,144000.0,BIL,Both,Y,P-22273,orange,Orange,2.41,57547,155200,3586,15,66,113,29,3772
44970,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Aquarion Water Company - Oxford,Oxford,Worcester,Massachusetts,167000.0,BIL,Formula,Y,,oxford,Oxford,2.49,61227,236800,5166,23,82,262,0,5595
3978,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Inland Flood Risk Management Projects,Resilience,Resilience,"Hodges Village Dam, MA",Oxford,Worcester,Massachusetts,110000.0,BIL,Discretionary,Y,P-3980,oxford,Oxford,2.49,61227,236800,5166,23,82,262,0,5595
3442,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Hodges Village Dam, MA",Oxford,Worcester,Massachusetts,11000.0,BIL,Discretionary,Y,P-3442,oxford,Oxford,2.49,61227,236800,5166,23,82,262,0,5595
41223,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",Oxford,Worcester,Massachusetts,33926.0,IRA,Discretionary,Y,IRA-5404,oxford,Oxford,2.49,61227,236800,5166,23,82,262,0,5595
27065,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Peabody,Essex,Massachusetts,115700.0,BIL,Both,N,A-7106,peabody,Peabody,2.41,73217,387400,47563,2001,590,5234,192,52906
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Lynnfield Street Corridor Safety Demonstration Project,Peabody,Essex,Massachusetts,223360.0,BIL,Discretionary,,,peabody,Peabody,2.41,73217,387400,47563,2001,590,5234,192,52906
1678,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Pittsfield Municipal - PSF,Pittsfield,Berkshire,Massachusetts,295000.0,BIL,Both,Y,P-1678,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
20162,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Pittsfield Municipal - PSF,Pittsfield,Berkshire,Massachusetts,294000.0,BIL,Both,Y,P-22274,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
10261,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Pittsfield Municipal - PSF,Pittsfield,Berkshire,Massachusetts,292000.0,BIL,Both,Y,P-10514,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
49479,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,Pittsfield,Berkshire,Massachusetts,3500000.0,BIL,Discretionary,Y,,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
4528,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,RLF Supplemental Funding - Berkshire Regional Planning Commission,Pittsfield,Berkshire,Massachusetts,2500000.0,BIL,Discretionary,Y,P-4532,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
27066,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Pittsfield,Berkshire,Massachusetts,76570.0,BIL,Both,N,A-7107,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
37067,Environmental Protection Agency,Office of Air and Radiation,Funding to Address Air Pollution: Fenceline Air Monitoring,Environmental Remediation,Environmental Remediation,Berkshire Environmental Action Team,Pittsfield,Berkshire,Massachusetts,300131.0,IRA,Discretionary,Y,IRA-119,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
16583,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Planning for Safety in the Heart of the Berkshires,Pittsfield,Berkshire,Massachusetts,310060.0,BIL,Discretionary,Y,P-17679,pittsfield,Pittsfield,2.16,51411,174300,37133,1905,860,2891,81,42766
1679,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Plymouth Municipal - PYM,Plymouth,Plymouth,Massachusetts,295000.0,BIL,Both,Y,P-1679,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
20163,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Plymouth Municipal - PYM,Plymouth,Plymouth,Massachusetts,294000.0,BIL,Both,Y,P-22275,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
10262,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Plymouth Municipal - PYM,Plymouth,Plymouth,Massachusetts,292000.0,BIL,Both,Y,P-10515,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
3980,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,"Coastal Storm Risk Management, Hurricane, And Storm Damage Reduction Projects",Resilience,Resilience,"Plymouth Harbor, MA",Plymouth,Plymouth,Massachusetts,25200000.0,BIL,Discretionary,Y,P-3982,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
44980,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Aquarion Water Company Plymouth,Plymouth,Plymouth,Massachusetts,128000.0,BIL,Formula,Y,,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
4108,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,High Street Dam Removal in the Taunton River Watershed,Plymouth,Plymouth,Massachusetts,1550000.0,BIL,Discretionary,Y,P-4110,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
45925,Department of Commerce,National Oceanic and Atmospheric Administration,Fish Passage,Other,Other,Fish Passage - Town of Plymouth,Plymouth,Plymouth,Massachusetts,10000000.0,BIL,Discretionary,Y,,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
13518,Department of Transportation,DOT Office of the Secretary,"National Culvert Removal, Replacement, & Restoration Grant",Transportation,"Roads, Bridges, and Major Projects","Town Brook Stream Restoration: Deep Water
Culvert Replacement",Plymouth,Plymouth,Massachusetts,2000000.0,BIL,Discretionary,Y,P-14123,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
3445,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Plymouth Harbor, MA",Plymouth,Plymouth,Massachusetts,300000.0,BIL,Discretionary,Y,P-3445,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
27067,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Plymouth,Plymouth,Massachusetts,121930.0,BIL,Both,N,A-7108,plymouth,Plymouth,2.08,64242,348800,6501,155,59,149,0,7081
1680,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Provincetown Municipal - PVC,Provincetown,Barnstable,Massachusetts,1006868.0,BIL,Both,Y,P-1680,provincetown,Provincetown,1.73,58313,626300,2475,57,35,124,0,2730
10263,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Provincetown Municipal - PVC,Provincetown,Barnstable,Massachusetts,1006785.0,BIL,Both,Y,P-10516,provincetown,Provincetown,1.73,58313,626300,2475,57,35,124,0,2730
20164,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Provincetown Municipal - PVC,Provincetown,Barnstable,Massachusetts,1005057.0,BIL,Both,Y,P-22276,provincetown,Provincetown,1.73,58313,626300,2475,57,35,124,0,2730
14728,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),Resilience,Resilience,"LONG POINT DIKE, PROVINCETOWN, MA",Provincetown,Barnstable,Massachusetts,95000.0,BIL,Discretionary,Y,P-15469,provincetown,Provincetown,1.73,58313,626300,2475,57,35,124,0,2730
